Tournament,Date,Surface,Round,player_0,player_0_rank,player_0_odd,player_1,player_1_rank,player_1_odd,outcome,player_0_match_win_percent,player_1_match_win_percent,player_0_games_win_percent,player_1_games_win_percent,player_0_5_set_match_win_percent,player_1_5_set_match_win_percent,player_0_close_sets_percent,player_1_close_sets_percent,player_0_match_win_percent_grass,player_1_match_win_percent_grass,player_0_games_win_percent_grass,player_1_games_win_percent_grass,player_0_5_set_match_win_percent_grass,player_1_5_set_match_win_percent_grass,player_0_close_sets_percent_grass,player_1_close_sets_percent_grass,player_0_match_win_percent_52,player_1_match_win_percent_52,player_0_games_win_percent_52,player_1_games_win_percent_52,player_0_5_set_match_win_percent_52,player_1_5_set_match_win_percent_52,player_0_close_sets_percent_52,player_1_close_sets_percent_52,player_0_match_win_percent_grass_60,player_1_match_win_percent_grass_60,player_0_games_win_percent_grass_60,player_1_games_win_percent_grass_60,player_0_5_set_match_win_percent_grass_60,player_1_5_set_match_win_percent_grass_60,player_0_close_sets_percent_grass_60,player_1_close_sets_percent_grass_60,player_0_match_win_percent_hh,player_1_match_win_percent_hh,player_0_games_win_percent_hh,player_1_games_win_percent_hh,player_0_match_win_percent_grass_hh,player_1_match_win_percent_grass_hh,player_0_games_win_percent_grass_hh,player_1_games_win_percent_grass_hh,diff_match_win_percent,diff_games_win_percent,diff_5_set_match_win_percent,diff_close_sets_percent,diff_match_win_percent_grass,diff_games_win_percent_grass,diff_5_set_match_win_percent_grass,diff_close_sets_percent_grass,diff_match_win_percent_52,diff_games_win_percent_52,diff_5_set_match_win_percent_52,diff_close_sets_percent_52,diff_match_win_percent_grass_60,diff_games_win_percent_grass_60,diff_5_set_match_win_percent_grass_60,diff_close_sets_percent_grass_60,diff_match_win_percent_hh,diff_games_win_percent_hh,diff_match_win_percent_grass_hh,diff_games_win_percent_grass_hh
Gerry Weber Open,2010/06/07,Grass,1st Round,Ferrero J.C.,17.0,1.1,Meffert D.,203.0,6.5,1,0.6140350877192983,0.3333333333333333,0.5260091552226384,0.4798387096774194,0.6111111111111112,0.0,0.5379023883696781,0.5517241379310345,0.7241379310344828,0.0,0.5321756894790602,0.0,0.7777777777777778,0.0,0.5772357723577236,0.0,0.6785714285714286,0.0,0.5439360929557008,0.43478260869565216,0.6666666666666666,0.0,0.5520833333333334,0.3333333333333333,0.7777777777777778,0.0,0.5347985347985348,0.0,0.8,0.0,0.5405405405405406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28070175438596495,0.046170445545218985,0.6111111111111112,-0.0138217495613564,0.7241379310344828,0.5321756894790602,0.7777777777777778,0.5772357723577236,0.6785714285714286,0.10915348426004862,0.6666666666666666,0.21875000000000006,0.7777777777777778,0.5347985347985348,0.8,0.5405405405405406,0.0,0.0,0.0,0.0
Gerry Weber Open,2010/06/07,Grass,1st Round,Chardy J.,55.0,1.5,Lacko L.,75.0,2.5,1,0.4807692307692308,0.2916666666666667,0.48743335872048743,0.4438202247191011,0.47368421052631576,0.2857142857142857,0.4685714285714286,0.45348837209302323,0.42857142857142855,0.3333333333333333,0.5043478260869565,0.4675324675324675,0.3333333333333333,0.0,0.5925925925925926,0.45454545454545453,0.43478260869565216,0.35,0.469811320754717,0.4547008547008547,0.0,0.4,0.410958904109589,0.4857142857142857,0.4,0.3333333333333333,0.5140845070422535,0.4675324675324675,0.0,0.0,0.5882352941176471,0.45454545454545453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1891025641025641,0.04361313400138633,0.18796992481203006,0.015083056478405354,0.09523809523809523,0.036815358554488975,0.3333333333333333,0.13804713804713803,0.08478260869565218,0.015110466053862293,-0.4,-0.07475538160469669,0.06666666666666671,0.04655203950978598,0.0,0.13368983957219255,0.0,0.0,0.0,0.0
Gerry Weber Open,2010/06/07,Grass,1st Round,De Bakker T.,44.0,1.25,Bopanna R.,532.0,3.75,0,0.5,0.3333333333333333,0.4929742388758782,0.47191011235955055,0.4,0.0,0.48214285714285715,0.4222222222222222,0.25,0.5,0.4632352941176471,0.4782608695652174,0.0,0.0,0.5714285714285714,0.4444444444444444,0.5909090909090909,0.3333333333333333,0.5009416195856874,0.4666666666666667,0.5,0.0,0.4594594594594595,0.3333333333333333,0.5,0.0,0.46153846153846156,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666669,0.021064126516327664,0.4,0.05992063492063493,-0.25,-0.015025575447570327,0.0,0.12698412698412698,0.2575757575757576,0.03427495291902072,0.5,0.12612612612612617,0.5,0.46153846153846156,0.0,0.5,0.0,0.0,0.0,0.0
Gerry Weber Open,2010/06/07,Grass,1st Round,Hewitt L.,32.0,1.06,Luczak P.,83.0,8.0,0,0.6919642857142857,0.2987012987012987,0.5503170216225004,0.4477840040753948,0.7272727272727273,0.2,0.5774818401937046,0.3793103448275862,0.7692307692307693,0.0,0.5658978583196046,0.0,0.782608695652174,0.0,0.6134969325153374,0.0,0.625,0.2692307692307692,0.5417457305502846,0.43657331136738053,0.7142857142857143,0.0,0.5067567567567568,0.35714285714285715,0.75,0.0,0.5856573705179283,0.0,0.8,0.0,0.6176470588235294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.393262987012987,0.10253301754710559,0.5272727272727273,0.19817149536611844,0.7692307692307693,0.5658978583196046,0.782608695652174,0.6134969325153374,0.3557692307692308,0.1051724191829041,0.7142857142857143,0.14961389961389965,0.75,0.5856573705179283,0.8,0.6176470588235294,0.0,0.0,0.0,0.0
Gerry Weber Open,2010/06/07,Grass,1st Round,Troicki V.,39.0,1.83,Garcia-Lopez G.,40.0,1.83,0,0.5,0.44871794871794873,0.4929078014184397,0.48711656441717793,0.5,0.40540540540540543,0.46153846153846156,0.4497422680412371,0.5,0.5833333333333334,0.46996466431095407,0.5303703703703704,0.6666666666666666,0.5,0.4722222222222222,0.532608695652174,0.5111111111111111,0.4909090909090909,0.49819168173598555,0.5064150943396226,0.6666666666666666,0.42857142857142855,0.46405228758169936,0.4748603351955307,0.5,0.6666666666666666,0.4745762711864407,0.5324074074074074,1.0,0.5,0.4375,0.4838709677419355,1.0,0.0,0.5277777777777778,0.4722222222222222,1.0,0.0,0.5277777777777778,0.4722222222222222,0.051282051282051266,0.005791237001261773,0.09459459459459457,0.011796193497224439,-0.08333333333333337,-0.06040570605941631,0.16666666666666663,-0.06038647342995174,0.020202020202020166,-0.00822341260363707,0.23809523809523808,-0.010808047613831362,-0.16666666666666663,-0.05783113622096675,0.5,-0.0463709677419355,1.0,0.05555555555555558,1.0,0.05555555555555558
Gerry Weber Open,2010/06/07,Grass,1st Round,Baghdatis M.,26.0,1.33,Petzschner P.,41.0,3.25,1,0.6079295154185022,0.47058823529411764,0.5253899767673416,0.4857268335529205,0.6415094339622641,0.38461538461538464,0.5476493011435832,0.48398576512455516,0.6774193548387096,0.3333333333333333,0.5477707006369427,0.4661458333333333,0.7333333333333333,0.5,0.6178861788617886,0.4772727272727273,0.64,0.5094339622641509,0.5416666666666666,0.49540636042402825,0.8,0.42857142857142855,0.525,0.5202312138728323,0.6666666666666666,0.5,0.5833333333333334,0.48412698412698413,0.0,0.6666666666666666,0.5555555555555556,0.5333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1373412801243845,0.03966314321442105,0.2568940493468795,0.06366353601902808,0.3440860215053763,0.08162486730360935,0.23333333333333328,0.14061345158906136,0.13056603773584907,0.04626030624263838,0.3714285714285715,0.00476878612716769,0.16666666666666663,0.09920634920634924,-0.6666666666666666,0.022222222222222254,0.0,0.0,0.0,0.0
Gerry Weber Open,2010/06/08,Grass,1st Round,Youzhny M.,14.0,1.2,Kiefer N.,181.0,4.33,1,0.6028368794326241,0.6064516129032258,0.5292299044406971,0.5270612038442084,0.6551724137931034,0.6875,0.5322245322245323,0.5236294896030246,0.6153846153846154,0.5294117647058824,0.5214105793450882,0.51953125,0.6666666666666666,0.6666666666666666,0.5092592592592593,0.5362318840579711,0.6833333333333333,0.5333333333333333,0.5433487756452681,0.5014409221902018,0.6666666666666666,0.3333333333333333,0.5757575757575758,0.45098039215686275,0.5,0.5,0.5034013605442177,0.4878048780487805,0.0,0.0,0.45,0.25,0.0,1.0,0.42592592592592593,0.5740740740740741,0.0,1.0,0.42592592592592593,0.5740740740740741,-0.0036147334706017054,0.0021687005964886596,-0.032327586206896575,0.008595042621507676,0.08597285067873306,0.0018793293450881654,0.0,-0.026972624798711764,0.15000000000000002,0.04190785345506631,0.3333333333333333,0.12477718360071305,0.0,0.015596482495437214,0.0,0.2,-1.0,-0.14814814814814814,-1.0,-0.14814814814814814
Gerry Weber Open,2010/06/08,Grass,1st Round,Stakhovsky S.,71.0,1.72,Beck A.,76.0,2.0,1,0.5254237288135594,0.4461538461538462,0.4866666666666667,0.48928778228141284,0.16666666666666666,0.4166666666666667,0.4497354497354497,0.4748858447488584,0.3333333333333333,0.5,0.4742268041237113,0.5,0.0,0.0,0.5555555555555556,0.5357142857142857,0.5714285714285714,0.42857142857142855,0.5034674063800277,0.47144456886898095,0.0,0.4,0.5111111111111111,0.41739130434782606,0.3333333333333333,0.5,0.4742268041237113,0.4953271028037383,0.0,0.0,0.5555555555555556,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07926988265971319,-0.00262111561474615,-0.25,-0.02515039501340871,-0.16666666666666669,-0.02577319587628868,0.0,0.019841269841269882,0.14285714285714285,0.03202283751104679,-0.4,0.09371980676328501,-0.16666666666666669,-0.021100298680026996,0.0,0.12698412698412703,0.0,0.0,0.0,0.0
Gerry Weber Open,2010/06/08,Grass,1st Round,Rochus O.,54.0,1.53,Chiudinelli M.,61.0,2.37,1,0.5,0.3584905660377358,0.4972697488168912,0.48158640226628896,0.4864864864864865,0.5454545454545454,0.47297297297297297,0.43646408839779005,0.5483870967741935,0.5,0.5074441687344913,0.47368421052631576,0.5,0.0,0.5137614678899083,0.5,0.5128205128205128,0.3548387096774194,0.49032258064516127,0.4830917874396135,0.4,0.5714285714285714,0.44881889763779526,0.42990654205607476,0.75,0.0,0.5577889447236181,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14150943396226418,0.015683346550602217,-0.0589680589680589,0.03650888457518292,0.048387096774193505,0.03375995820817551,0.5,0.013761467889908285,0.1579818031430934,0.007230793205547759,-0.17142857142857137,0.018912355581720497,0.75,0.5577889447236181,0.0,0.6666666666666666,0.0,0.0,0.0,0.0
Gerry Weber Open,2010/06/08,Grass,1st Round,Serra F.,62.0,1.57,Zverev M.,145.0,2.25,1,0.45089285714285715,0.41904761904761906,0.4840462833099579,0.4768588770864947,0.4166666666666667,0.16666666666666666,0.4650537634408602,0.46607669616519176,0.3888888888888889,0.4666666666666667,0.47454545454545455,0.4777227722772277,0.3333333333333333,0.3333333333333333,0.5,0.47058823529411764,0.44680851063829785,0.2903225806451613,0.4823232323232323,0.45707070707070707,0.5,0.0,0.45222929936305734,0.42574257425742573,0.25,0.5,0.41904761904761906,0.5,0.0,0.0,0.35714285714285715,0.6428571428571429,0.25,0.75,0.4069767441860465,0.5930232558139535,0.25,0.75,0.4069767441860465,0.5930232558139535,0.03184523809523809,0.0071874062234632,0.25,-0.0010229327243315711,-0.07777777777777778,-0.003177317731773155,0.0,0.02941176470588236,0.15648592999313654,0.02525252525252525,0.5,0.026486725105631603,-0.25,-0.08095238095238094,0.0,-0.28571428571428575,-0.5,-0.18604651162790703,-0.5,-0.18604651162790703
